"gender","masterCategory","subCategory","articleType","baseColour","season","year","usage"
"Girls","Apparel","Topwear","Tops","Red","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Blue","Fall","2011.0","Casual"
"Men","Accessories","Socks","Socks","Grey","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2011.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Women","Footwear","Shoes","Heels","White","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2012.0","Casual"
"Men","Personal Care","Fragrance","Perfume and Body Mist","Black","Spring","2017.0","Casual"
"Men","Footwear","Sandal","Sandals","Olive","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Women","Apparel","Bottomwear","Jeans","Blue","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Flats","Silver","Summer","2012.0","Casual"
"Women","Apparel","Loungewear and Nightwear","Night suits","Pink","Summer","2017.0","Casual"
"Women","Apparel","Bottomwear","Jeans","Black","Fall","2011.0","Casual"
"Women","Apparel","Bottomwear","Track Pants","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Grey","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Navy Blue","Fall","2011.0","Formal"
"Women","Personal Care","Lips","Lipstick","Brown","Spring","2017.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Grey","Fall","2011.0","Casual"
"Women","Apparel","Loungewear and Nightwear","Lounge Pants","Black","Winter","2015.0","Formal"
"Men","Footwear","Shoes","Sports Shoes","White","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Grey","Winter","2012.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Black","Winter","2015.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Summer","2011.0","Casual"
"Women","Footwear","Flip Flops","Flip Flops","Pink","Fall","2011.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Brown","Winter","2016.0","Fashionable"
"Women","Apparel","Bottomwear","Skirts","Grey","Summer","2012.0","Casual"
"Women","Accessories","Jewellery","Pendant","Silver","Summer","2013.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Summer","2010.0","Casual"
"Men","Apparel","Innerwear","Innerwear Vests","White","Summer","2016.0","Casual"
"Men","Accessories","Watches","Watches","Silver","Winter","2016.0","Formal"
"Women","Apparel","Topwear","Kurtas","Yellow","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Black","Fall","2012.0","Casual"
"Unisex","Accessories","Bags","Trolley Bag","Black","Summer","2012.0","Casual"
"Men","Accessories","Wallets","Wallets","Black","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Jeans","Blue","Summer","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Tops","Grey","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Sports Shoes","Silver","Summer","2012.0","Casual"
"Women","Accessories","Scarves","Scarves","Yellow","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Red","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Black","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","White","Summer","2011.0","Formal"
"Men","Apparel","Topwear","Tshirts","White","Fall","2011.0","Casual"
"Women","Apparel","Saree","Sarees","Rust","Fall","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Multi","Summer","2012.0","Casual"
"Women","Accessories","Jewellery","Bracelet","Purple","Winter","2012.0","Formal"
"Men","Apparel","Innerwear","Briefs","Black","Summer","2016.0","Casual"
"Girls","Apparel","Bottomwear","Capris","Olive","Summer","2012.0","Casual"
"Women","Personal Care","Fragrance","Deodorant","Pink","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Maroon","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Maroon","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Purple","Fall","2011.0","Formal"
"Men","Apparel","Bottomwear","Tracksuits","Black","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Tshirts","Red","Summer","2011.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Women","Apparel","Topwear","Kurtas","Black","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Track Pants","Blue","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Red","Fall","2011.0","Formal"
"Women","Apparel","Topwear","Tops","Pink","Summer","2012.0","Casual"
"Women","Accessories","Jewellery","Pendant","Silver","Summer","2013.0","Casual"
"Men","Apparel","Innerwear","Innerwear Vests","Grey","Summer","2016.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Black","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Shirts","Red","Fall","2011.0","Formal"
"Women","Apparel","Bottomwear","Capris","Black","Summer","2011.0","Casual"
"Women","Accessories","Watches","Watches","Silver","Winter","2016.0","Fashionable"
"Women","Accessories","Belts","Belts","White","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Brown","Summer","2012.0","Casual"
"Unisex","Apparel","Bottomwear","Swimwear","Blue","Fall","2010.0","Casual"
"Women","Accessories","Bags","Handbags","Brown","Winter","2015.0","Casual"
"Men","Accessories","Belts","Belts","Black","Summer","2012.0","Casual"
"Women","Accessories","Jewellery","Earrings","Silver","Winter","2016.0","Formal"
"Women","Accessories","Bags","Handbags","Copper","Winter","2015.0","Casual"
"Women","Accessories","Bags","Handbags","Black","Summer","2012.0","Casual"
"Women","Apparel","Bottomwear","Shorts","Red","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2011.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Tan","Winter","2011.0","Formal"
"Unisex","Accessories","Shoe Accessories","Shoe Laces","Black","Summer","2011.0","Casual"
"Women","Personal Care","Fragrance","Perfume and Body Mist","White","Spring","2017.0","Casual"
"Women","Apparel","Topwear","Shirts","Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Green","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Casual Shoes","Blue","Winter","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Black","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Flats","Black","Winter","2012.0","Formal"
"Men","Apparel","Bottomwear","Trousers","Beige","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Beige","Summer","2012.0","Casual"
"Boys","Apparel","Topwear","Tshirts","Red","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Jeans","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Red","Fall","2011.0","Formal"
"Men","Apparel","Topwear","Tshirts","Blue","Spring","2013.0","Casual"
"Men","Apparel","Topwear","Tshirts","Brown","Fall","2011.0","Casual"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Formal"
"Women","Apparel","Topwear","Tops","Pink","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Summer","2012.0","Casual"
"Women","Apparel","Innerwear","Bra","Rose","Summer","2017.0","Casual"
"Women","Accessories","Socks","Socks","White","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Black","Winter","2018.0","Formal"
"Women","Apparel","Topwear","Tops","Navy Blue","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Brown","Summer","2012.0","Casual"
"Women","Accessories","Belts","Belts","Brown","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Black","Fall","2011.0","Casual"
"Women","Apparel","Innerwear","Briefs","Red","Summer","2016.0","Casual"
"Men","Accessories","Headwear","Caps","Blue","Fall","2010.0","Casual"
"Men","Apparel","Topwear","Tshirts","Navy Blue","Winter","2016.0","Formal"
"Men","Footwear","Shoes","Sports Shoes","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Navy Blue","Fall","2011.0","Casual"
"Women","Personal Care","Lips","Lipstick","Brown","Spring","2017.0","Casual"
"Women","Apparel","Topwear","Kurtas","Pink","Fall","2012.0","Casual"
"Women","Apparel","Topwear","Tshirts","Pink","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Grey","Fall","2011.0","Casual"
"Women","Accessories","Bags","Clutches","Silver","Winter","2015.0","Casual"
"Women","Personal Care","Fragrance","Fragrance Gift Set","White","Spring","2017.0","Casual"
"Unisex","Accessories","Bags","Duffel Bag","Grey","Winter","2015.0","Formal"
"Women","Accessories","Wallets","Wallets","Brown","Winter","2015.0","Casual"
"Men","Accessories","Socks","Socks","Green","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2011.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Black","Summer","2012.0","Casual"
"Men","Footwear","Sandal","Sandals","Grey","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Tshirts","Pink","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Fall","2011.0","Casual"
"Men","Footwear","Flip Flops","Flip Flops","Black","Summer","2011.0","Casual"
"Unisex","Accessories","Eyewear","Sunglasses","Brown","Winter","2016.0","Formal"
"Men","Footwear","Shoes","Formal Shoes","Black","Fall","2011.0","Formal"
"Women","Accessories","Wallets","Wallets","Blue","Winter","2015.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Black","Winter","2018.0","Formal"
"Men","Apparel","Bottomwear","Track Pants","Charcoal","Winter","2013.0","Formal"
"Women","Personal Care","Makeup","Foundation and Primer","Skin","Summer","2019.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2011.0","Casual"
"Men","Apparel","Bottomwear","Trousers","Beige","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Black","Fall","2011.0","Formal"
"Men","Apparel","Topwear","Shirts","Maroon","Fall","2011.0","Formal"
"Men","Apparel","Topwear","Sweatshirts","Black","Summer","2012.0","Casual"
"Men","Accessories","Headwear","Caps","Red","Fall","2011.0","Casual"
"Boys","Apparel","Topwear","Shirts","Blue","Summer","2012.0","Casual"
"Men","Apparel","Innerwear","Trunk","Charcoal","Summer","2016.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Black","Summer","2011.0","Casual"
"Women","Accessories","Bags","Handbags","Blue","Winter","2015.0","Casual"
"Men","Apparel","Topwear","Tshirts","Navy Blue","Summer","2012.0","Casual"
"Women","Personal Care","Lips","Lip Gloss","Copper","Spring","2017.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Brown","Fall","2011.0","Casual"
"Men","Apparel","Innerwear","Innerwear Vests","Red","Summer","2016.0","Casual"
"Women","Apparel","Bottomwear","Shorts","Grey Melange","Winter","2015.0","Casual"
"Women","Apparel","Topwear","Tshirts","Black","Fall","2010.0","Casual"
"Men","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Women","Apparel","Topwear","Tunics","Black","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Sports Shoes","Blue","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Black","Fall","2011.0","Formal"
"Men","Apparel","Innerwear","Innerwear Vests","Maroon","Summer","2016.0","Casual"
"Women","Accessories","Bags","Handbags","Black","Winter","2015.0","Casual"
"Women","Apparel","Topwear","Kurtas","Off White","Summer","2012.0","Casual"
"Men","Footwear","Sandal","Sandals","Navy Blue","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Women","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Women","Accessories","Jewellery","Necklace and Chains","White","Fall","2012.0","Casual"
"Women","Footwear","Shoes","Heels","Black","Spring","2013.0","Casual"
"Men","Apparel","Topwear","Tshirts","Pink","Summer","2011.0","Casual"
"Men","Accessories","Belts","Belts","Black","Summer","2012.0","Casual"
"Men","Footwear","Sandal","Sandals","Brown","Summer","2013.0","Casual"
"Men","Apparel","Topwear","Tshirts","Purple","Fall","2011.0","Casual"
"Women","Accessories","Bags","Clutches","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Fall","2010.0","Casual"
"Men","Apparel","Topwear","Tshirts","Maroon","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Multi","Summer","2012.0","Casual"
"Girls","Apparel","Dress","Dresses","Black","Summer","2012.0","Casual"
"Men","Personal Care","Fragrance","Perfume and Body Mist","Blue","Spring","2017.0","Casual"
"Women","Personal Care","Lips","Lipstick","Purple","Spring","2017.0","Casual"
"Women","Apparel","Bottomwear","Jeans","Black","Fall","2011.0","Casual"
"Unisex","Accessories","Headwear","Caps","Blue","Summer","2012.0","Casual"
"Men","Accessories","Belts","Belts","Brown","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Pink","Summer","2012.0","Casual"
"Men","Accessories","Wallets","Wallets","Brown","Summer","2012.0","Casual"
"Women","Apparel","Innerwear","Bra","White","Winter","2015.0","Casual"
"Women","Accessories","Bags","Handbags","Black","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Heels","Black","Winter","2015.0","Formal"
"Men","Apparel","Topwear","Shirts","White","Fall","2011.0","Formal"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2012.0","Casual"
"Women","Footwear","Flip Flops","Flip Flops","Orange","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Blue","Summer","2012.0","Casual"
"Women","Apparel","Bottomwear","Shorts","Brown","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Summer","2011.0","Formal"
"Women","Apparel","Topwear","Shirts","Green","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Olive","Summer","2012.0","Casual"
"Men","Footwear","Sandal","Sandals","Brown","Fall","2011.0","Casual"
"Women","Accessories","Bags","Handbags","Teal","Winter","2016.0","Casual"
"Women","Personal Care","Fragrance","Perfume and Body Mist","Pink","Spring","2017.0","Casual"
"Women","Apparel","Loungewear and Nightwear","Bath Robe","White","Winter","2015.0","Formal"
"Men","Footwear","Shoes","Casual Shoes","Grey","Summer","2013.0","Casual"
"Men","Footwear","Flip Flops","Flip Flops","Yellow","Summer","2011.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Grey","Summer","2012.0","Casual"
"Unisex","Footwear","Shoes","Casual Shoes","Black","Summer","2012.0","Casual"
"Women","Accessories","Mufflers","Mufflers","Grey","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Black","Summer","2012.0","Casual"
"Men","Personal Care","Fragrance","Deodorant","Black","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Shirts","Red","Fall","2011.0","Formal"
"Women","Accessories","Bags","Handbags","Green","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tunics","Pink","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tunics","Purple","Fall","2011.0","Casual"
"Women","Footwear","Shoes","Casual Shoes","Beige","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2011.0","Casual"
"Men","Accessories","Headwear","Caps","Blue","Fall","2011.0","Casual"
"Women","Accessories","Jewellery","Bangle","Gold","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Flats","Maroon","Winter","2012.0","Formal"
"Women","Apparel","Topwear","Kurtas","Maroon","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Orange","Summer","2013.0","Casual"
"Women","Footwear","Shoes","Heels","Multi","Winter","2015.0","Formal"
"Women","Apparel","Topwear","Kurtas","Brown","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tshirts","Green","Summer","2011.0","Casual"
"Girls","Apparel","Bottomwear","Capris","Pink","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Track Pants","Grey","Fall","2011.0","Casual"
"Women","Accessories","Jewellery","Ring","Silver","Summer","2012.0","Casual"
"Women","Apparel","Loungewear and Nightwear","Nightdress","Lime Green","Summer","2017.0","Casual"
"Women","Apparel","Topwear","Shirts","Teal","Summer","2012.0","Casual"
"Men","Footwear","Sandal","Sandals","Navy Blue","Summer","2012.0","Casual"
"Men","Footwear","Flip Flops","Flip Flops","Blue","Summer","2013.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Fall","2011.0","Formal"
"Men","Footwear","Shoes","Sports Shoes","Black","Fall","2012.0","Casual"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Formal"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2011.0","Casual"
"Men","Apparel","Bottomwear","Trousers","Grey","Summer","2012.0","Casual"
"Women","Personal Care","Lips","Lip Gloss","Pink","Spring","2017.0","Casual"
"Women","Accessories","Jewellery","Earrings","Gold","Winter","2016.0","Formal"
"Men","Accessories","Ties","Ties","Burgundy","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Tops","Yellow","Summer","2012.0","Casual"
"Women","Footwear","Flip Flops","Flip Flops","Pink","Fall","2011.0","Casual"
"Women","Apparel","Dress","Dresses","Grey","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Blue","Summer","2011.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Brown","Summer","2012.0","Formal"
"Men","Apparel","Topwear","Tshirts","Yellow","Fall","2013.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Steel","Winter","2016.0","Fashionable"
